realProfileID,venue,year,title,authors
215,VLDB J.,1994,The Aditi Deductive Database System,"Kotagiri Ramamohanarao, David B. Kemp, Jayen Vaghani, Tim S. Leask, James Harland, Peter J. Stuckey, Zoltan Somogyi"
216,SIGMOD Conference,1999,On Random Sampling over Joins,"Vivek R. Narasayya, Surajit Chaudhuri, Rajeev Motwani"
217,VLDB,2001,FeedbackBypass: A New Approach to Interactive Similarity Query Processing,"Paolo Ciaccia, Florian Waas, Ilaria Bartolini"
218,SIGMOD Conference,1999,A Multimedia Presentation Algebra,"Maria Luisa Sapino, Sibel Adali, V. S. Subrahmanian"
219,ACM Trans. Database Syst.,1995,A Structured Approach for the Definition of the Semantics of Active Databases,"Letizia Tanca, Piero Fraternali"
220,VLDB,2003,"Large-Scale, Standards-Based Earth Observation Imagery and Web Mapping Services",Peter Baumann
221,SIGMOD Conference,1994,Combinatorial Pattern Discovery for Scientific Data: Some Preliminary Results,"Kaizhong Zhang, Jason Tsong-Li Wang, Bruce A. Shapiro, Thomas G. Marr, Gung-Wei Chirn, Dennis Shasha"
222,SIGMOD Conference,1996,Partition Based Spatial-Merge Join,"David J. DeWitt, Jignesh M. Patel"
223,VLDB,2003,WebService Composition with O'GRAPE and OSIRIS,"Christoph Schuler, Hans-J�rg Schek, Patrick Neukomm, Roger Weber, Heiko Schuldt"
224,VLDB,1999,Optimal Grid-Clustering: Towards Breaking the Curse of Dimensionality in High-Dimensional Clustering,"Daniel A. Keim, Alexander Hinneburg"
225,SIGMOD Record,1995,The Database Group at University of Hagen (FernUniversitaet),"Silke Mittrach, Gunter Schlageter, Thomas Berkel, Andreas Scherer, Eberhard Heuel, Wolfgang Wilkes"
226,SIGMOD Conference,2003,Extended Wavelets for Multiple Measures,"Antonios Deligiannakis, Nick Roussopoulos"
227,VLDB,2003,Business Modelling Using SQL Spreadsheets,"Nathan Folkert, Abhinav Gupta, Andrew Witkowski, Srikanth Bellamkonda, Lei Sheng, Tolga Bozkaya, Sankar Subramanian"
228,SIGMOD Conference,1998,Optimal Multi-Step k-Nearest Neighbor Search,"Thomas Seidl, Hans-Peter Kriegel"
229,SIGMOD Conference,2002,"Hierarchical subspace sampling: a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search",Charu C. Aggarwal
230,VLDB J.,1996,An Experimental System for Object-Based Sharing in Federated Databases,"Shahram Ghandeharizadeh, Doug Fang"
231,SIGMOD Conference,1995,The Lotus Notes Storage System,Kenneth Moore
232,VLDB,2003,Schema-driven Customization of Web Services,"Bernd Amann, Serge Abiteboul, J�r�me Baumgarten, Omar Benjelloun, Tova Milo, Frederic Dang Ngoc"
233,ACM Trans. Database Syst.,1994,Evaluation of Remote Backup Algorithms for Transaction-Processing Systems,"Christos A. Polyzois, Hector Garcia-Molina"
234,SIGMOD Conference,1998,Using Schematically Heterogeneous Structures,Ren�e J. Miller
235,VLDB,1999,Generalised Hash Teams for Join and Group-by,"Donald Kossmann, Alfons Kemper, Christian Wiesner"
236,SIGMOD Conference,2002,"TPC-DS, taking decision support benchmarking to the next level","Bryan Smith, Meikel P�ss, Lubor Koll�r, Per-�ke Larson"
237,VLDB,1998,Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,"Shivakumar Venkataraman, Tian Zhang"
238,VLDB,1995,Processing Object-Oriented Queries with Invertible Late Bound Functions,"Tore Risch, Staffan Flodin"
239,SIGMOD Record,2002,Combining Fuzzy Information: an Overview,Ronald Fagin
240,VLDB,2003,"NexusScout: An Advanced Location-Based Application on a Distributed, Open Mediation Platform","Matthias Gro�mann, Thomas Schwarz, Daniela Nicklas"
241,VLDB,1998,Incremental Clustering for Mining in a Data Warehousing Environment,"Xiaowei Xu, Michael Wimmer, J�rg Sander, Martin Ester, Hans-Peter Kriegel"
242,SIGMOD Conference,2003,Efficient similarity search and classification via rank aggregation,"Ravi Kumar, D. Sivakumar, Ronald Fagin"
243,VLDB J.,1997,Using Extended Feature Objects for Partial Similarity Retrieval,"Hans-Peter Kriegel, Stefan Berchtold, Daniel A. Keim"
244,VLDB J.,2003,Composing Web services on the Semantic Web,"Athman Bouguettaya, Brahim Medjahed, Ahmed K. Elmagarmid"
245,SIGMOD Conference,1997,Range Queries in OLAP Data Cubes,"Ching-Tien Ho, Rakesh Agrawal, Nimrod Megiddo, Ramakrishnan Srikant"
246,SIGMOD Conference,2003,A Characterization of the Sensitivity of Query Optimization to Storage Access Cost Parameters,"Tapas Kanungo, Frederick Reiss"
247,VLDB,1999,Online Dynamic Reordering for Interactive Data Processing,"Bhaskaran Raman, Joseph M. Hellerstein, Vijayshankar Raman"
248,VLDB J.,2000,Progressive evaluation of nested aggregate queries,"Cheng Hian Goh, Beng Chin Ooi, Kian-Lee Tan"
249,ACM Trans. Database Syst.,1995,The INCINERATE Data Model,H. V. Jagadish
250,SIGMOD Record,1999,Semantic Interoperability in Global Information Systems: A Brief Introduction to the Research Area and the Special Section,"Amit P. Sheth, Aris M. Ouksel"
251,SIGMOD Conference,2000,lambda-DB: An ODMG-Based Object-Oriented DBMS,"Arvind Rajendran, David Maier, Leonidas Fegaras, Chandrasekhar Srinivasan"
252,SIGMOD Conference,1996,Data Access for the Masses through OLE DB,Jos� A. Blakeley
253,SIGMOD Conference,1999,Integration of Spatial Join Algorithms for Processing Multiple Inputs,"Nikos Mamoulis, Dimitris Papadias"
254,SIGMOD Record,2002,Report on the Mobile Search Workshop at WWW 2002,"Bay-Wei Chang, Yo�lle S. Maarek, Aya Soffer"
255,SIGMOD Conference,1996,Spatial Hash-Joins,"Ming-Ling Lo, Chinya V. Ravishankar"
256,VLDB J.,1994,The TV-Tree: An Index Structure for High-Dimensional Data,"King-Ip Lin, H. V. Jagadish, Christos Faloutsos"
257,VLDB,1994,Cumulative Updates,"Beat W�thrich, Suryanarayana M. Sripada"
258,SIGMOD Record,2003,Report on the 17th Brazilian Symposium on Database Systems (SBBD 2002),"Nina Edelweiss, Ana Carolina Salgado"
259,SIGMOD Record,2001,Accessibility of the Database Literature,Richard T. Snodgrass
260,SIGMOD Record,2002,Too Much Middleware,Michael Stonebraker
261,SIGMOD Conference,2001,Will Database Researchers Have ANY Role in Data Security? (Panel Abstract),Arnon Rosenthal
262,SIGMOD Conference,1998,"50,000 Users on an Oracle8 Universal Server Database","Ashok Josji, Tirthankar Lahiri, Amit Jasuja, Sumanta Chatterjee"
263,VLDB,2000,Approximate Query Translation Across Heterogeneous Information Sources,"Hector Garcia-Molina, Kevin Chen-Chuan Chang"
264,VLDB,2000,Media360 Workflow-Implementing a Workflow Engine Inside a Database,Carsten Blecken
265,SIGMOD Conference,2003,Statistical Schema Matching across Web Query Interfaces,"Bin He, Kevin Chen-Chuan Chang"
266,VLDB J.,1999,Constant Time Permutation: An Efficient Block Allocation Strategy for Variable-Bit-Rate Continuous Media Data,"Jen-Wen Ding, Yueh-Min Huang, Shiao-Li Tsao"
267,ACM Trans. Database Syst.,2000,Cache investment: integrating query optimization and distributed data placement,"Donald Kossmann, Gerhard Drasch, Michael J. Franklin"
268,SIGMOD Record,1997,Editor's Notes,Michael J. Franklin
269,SIGMOD Record,1998,Information Director's Message,Alberto O. Mendelzon
270,SIGMOD Record,2001,Continuous Queries over Data Streams,"Jennifer Widom, Shivnath Babu"
271,SIGMOD Record,1997,Converting Relational to Object-Oriented Databases,Joseph Fong
272,SIGMOD Conference,1995,Enhancing Database Correctness: a Statistical Approach,"Wen-Chi Hou, Zhongyang Zhang"
273,SIGMOD Record,1994,Constructing the Next 100 Database Management Systems,"Andreas Geppert, Klaus R. Dittrich"
274,SIGMOD Conference,2001,Efficient Computation of Iceberg Cubes with Complex Measures,"Guozhu Dong, Jian Pei, Jiawei Han, Ke Wang"
275,VLDB,2001,A Fast Index for Semistructured Data,"Brian Cooper, G�sli R. Hjaltason, Michael J. Franklin, Neal Sample, Moshe Shadmon"
276,SIGMOD Conference,2002,A Monte Carlo algorithm for fast projective clustering,"Michael Jones, Pankaj K. Agarwal, T. M. Murali, Cecilia Magdalena Procopiuc"
277,SIGMOD Record,2003,Towards a database body of knowledge: a study from Spain,"Mario Piattini, Francisco Ruiz, Coral Calero"
278,VLDB,2003,BibFinder/StatMiner: Effectively Mining and Using Coverage and Overlap Statistics in Data Integration,"Subbarao Kambhampati, Zaiqing Nie, Thomas Hernandez"
279,SIGMOD Conference,2002,Software as a service: ASP and ASP aggregation,Christoph Bussler
280,VLDB,2000,CheeTah: a Lightweight Transaction Server for Plug-and-Play Internet Data Management,"Gustavo Alonso, Guy Pardon"
281,SIGMOD Record,2001,DIMACS Summer School Tutorial on New Frontiers in Data Mining,"Nick Koudas, Dimitrios Gunopulos"
282,VLDB,1997,Principles of Optimally Placing Data in Tertiary Storage Libraries,"Fenia Zioga, Peter Triantafillou, Stavros Christodoulakis"
283,ACM Trans. Database Syst.,2001,Flexible support for multiple access control policies,"V. S. Subrahmanian, Sushil Jajodia, Pierangela Samarati, Maria Luisa Sapino"
284,SIGMOD Conference,1994,ARIES/CSA: A Method for Database Recovery in Client-Server Architectures,"C. Mohan, Inderpal Narang"
285,SIGMOD Conference,1996,Providing Better Support for a Class of Decision Support Queries,"Antonio Badia, Dirk Van Gucht, Sudhir Rao"
286,VLDB,1999,Spatio-Temporal Retrieval with RasDaMan,"Peter Baumann, Norbert Widmann, Roland Ritsch, Paula Furtado, Andreas Dehmel"
287,SIGMOD Record,1996,"TCP-D - The Challenges, Issues and Results",Ramesh Bhashyam
288,SIGMOD Record,2001,Reminiscences on Influential Papers,"Per-�ke Larson, Luis Gravano, Stefano Ceri, Leonid Libkin, Tova Milo, Kenneth A. Ross"
289,VLDB,1998,Computing Iceberg Queries Efficiently,"Hector Garcia-Molina, Narayanan Shivakumar, Jeffrey D. Ullman, Rajeev Motwani, Min Fang"
290,SIGMOD Conference,1995,Paradise: A Database System for GIS Applications,Paradise Team
291,VLDB,1995,"Very Large Databases: How Large, How Different?",David Vaskevitch
292,SIGMOD Conference,2001,Automatic Segmentation of Text into Structured Records,"Vinayak R. Borkar, Sunita Sarawagi, Kaustubh Deshmukh"
293,VLDB,2000,XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,"Michael J. Carey, Subbu N. Subramanian, Eugene J. Shekita, Jerry Kiernan, Jayavel Shanmugasundaram"
294,SIGMOD Conference,2001,Bit-Sliced Index Arithmetic,"Elizabeth J. O'Neil, Denis Rinfret, Patrick E. O'Neil"
295,SIGMOD Record,2001,Treasurer's Message,Joachim Hammer
296,SIGMOD Record,1994,A Hypertext Query Language for Images,Li Yang
297,SIGMOD Conference,1997,The BUCKY Object-Relational Benchmark (Experience Paper),"Jeffrey F. Naughton, Michael J. Carey, Dhaval Shah, Johannes Gehrke, Mohammad Asgarian, David J. DeWitt, Paul Brown"
298,VLDB J.,2000,View Management in Multimedia Databases,"V. S. Subrahmanian, Eric Lemar, K. Sel�uk Candan"
299,VLDB,2001,"Declarative Data Cleaning: Language, Model, and Algorithms","Daniela Florescu, Cristian-Augustin Saita, Eric Simon, Dennis Shasha, Helena Galhardas"
300,VLDB,2002,BANKS: Browsing and Keyword Searching in Relational Databases,"Arvind Hulgeri, Gaurav Bhalotia, Soumen Chakrabarti, Parag, S. Sudarshan, Charuta Nakhe, B. Aditya"
301,SIGMOD Conference,2003,XPRESS: A Queriable Compression for XML Data,"Myung-Jae Park, Jun-Ki Min, Chin-Wan Chung"
302,VLDB,1999,A Novel Index Supporting High Volume Data Warehouse Insertion,"Anindya Datta, Chris Jermaine, Edward Omiecinski"
303,VLDB,1995,Coloring Away Communication in Parallel Query Optimization,"Rajeev Motwani, Waqar Hasan"
304,VLDB,2002,Sensor Data Mining: Similarity Search and Pattern Analysis,Christos Faloutsos
305,VLDB,2003,Privacy-Preserving Indexing of Documents on the Network,"Mayank Bawa, Rakesh Agrawal, Roberto J. Bayardo Jr."
306,SIGMOD Conference,1999,SERF: ODMG-Based Generic Re-structuring Facility,"Stacia De Lima, Li Chen, Ming Li, S. Weiner, Chandrakant Natarajan, Elke A. Rundensteiner, Xin Zhang, Kajal T. Claypool, Jing Jin"
307,ACM Trans. Database Syst.,1998,Multiview Access Protocols for Large-Scale Replication,"Weimin Du, Xiangning Liu, Abdelsalam Helal"
308,VLDB,1997,The Case for Enhanced Abstract Data Types,"Raghu Ramakrishnan, Miron Livny, Praveen Seshadri"
309,SIGMOD Conference,2001,"Probe, Count, and Classify: Categorizing Hidden Web Databases","Mehran Sahami, Panagiotis G. Ipeirotis, Luis Gravano"
310,VLDB,1996,The Role of Integrity Constraints in Database Interoperation,"Peter M. G. Apers, Mark W. W. Vermeer"
311,VLDB,1997,M-tree: An Efficient Access Method for Similarity Search in Metric Spaces,"Paolo Ciaccia, Pavel Zezula, Marco Patella"
312,VLDB J.,1998,The OODB Path-Method Generator (PMG) Using Access Weights and Precomputed Access Relevance,"James Geller, Ashish Mehta, Erich J. Neuhold, Yehoshua Perl"
313,SIGMOD Record,2000,Metadata Standards for Data Warehousing: Open Information Model vs. Common Warehouse Metamodel,"Anca Vaduva, Thomas Vetterli, Martin Staudt"
314,SIGMOD Record,1994,Comprehension Syntax,"Limsoon Wong, Dan Suciu, Val Tannen, Peter Buneman, Leonid Libkin"
315,SIGMOD Conference,1994,Fast Subsequence Matching in Time-Series Databases,"M. Ranganathan, Christos Faloutsos, Yannis Manolopoulos"
316,SIGMOD Conference,2003,Querying Structured Text in an XML Database,"H. V. Jagadish, Shurug Al-Khalifa, Cong Yu"
317,VLDB,2001,Online Scaling in a Highly Available Database,"Svein Erik Bratsberg, Rune Humborstad"
318,SIGMOD Conference,1999,Approximate Computation of Multidimensional Aggregates of Sparse Data Using Wavelets,"Min Wang, Jeffrey Scott Vitter"
319,VLDB,2001,Discovering Web Services: An Overview,Vadim Draluk
320,SIGMOD Conference,2002,Coordinating backup/recovery and data consistency between database and file systems,"C. Mohan, Inderpal Narang, Suparna Bhattacharya, Karen Brannon, Hui-I Hsiao, Mahadevan Subramanian"
321,SIGMOD Record,1997,Chair's Message,Richard T. Snodgrass
322,VLDB,2002,Progressive Merge Join: A Generic and Non-blocking Sort-based Join Algorithm,"Jens-Peter Dittrich, Peter Widmayer, David Scot Taylor, Bernhard Seeger"
323,SIGMOD Conference,1994,Implementation of Magic-sets in a Relational Database System,"Inderpal Singh Mumick, Hamid Pirahesh"
324,VLDB J.,2003,Managing multiple and distributed ontologies on the Semantic Web,"Boris Motik, Alexander Maedche, Ljiljana Stojanovic"
325,SIGMOD Conference,2001,Outlier Detection for High Dimensional Data,"Charu C. Aggarwal, Philip S. Yu"
326,ACM Trans. Database Syst.,1995,An Execution Model for Limited Ambiguity Rules and Its Application to Derived Data Update,"I-Min A. Chen, Dennis McLeod, Richard Hull"
327,VLDB,2003,Xquec: Pushing Queries to Compressed XML Data,"Ioana Manolescu, Gianni Costa, Andrei Arion, Andrea Pugliese, Angela Bonifati, Sandra D'Aguanno"
328,VLDB,1997,Dynamic Memory Adjustment for External Mergesort,"Weiye Zhang, Per-�ke Larson"
329,SIGMOD Conference,1998,FileNet Integrated Document Management Database Usage and Issues,Daniel S. Whelan
330,VLDB,1994,Data Compression Support in Databases,"David Wilhite, Balakrishna R. Iyer"
331,ACM Trans. Database Syst.,1998,Supporting Valid-Time Indeterminacy,"Richard T. Snodgrass, Curtis E. Dyreson"
332,VLDB,2001,Architectures for Internal Web Services Deployment,Oded Shmueli
333,VLDB,1998,Reducing the Braking Distance of an SQL Query Engine,"Donald Kossmann, Michael J. Carey"
334,SIGMOD Conference,1994,DEC Data Distributor: for Data Replication and Data Warehousing,Daniel J. Dietterich
335,SIGMOD Conference,2001,Optimizing Multidimensional Index Trees for Main Memory Access,"Sang Kyun Cha, Keunjoo Kwon, Kihong Kim"
336,SIGMOD Record,2003,An approach to confidence based page ranking for user oriented Web search,"Sanasam Ranbir Singh, Debasis Giri, Debajyoti Mukhopadhyay"
337,VLDB,1996,The Design and Implementation of a Sequence Database System,"Raghu Ramakrishnan, Miron Livny, Praveen Seshadri"
338,SIGMOD Conference,1996,The Ins and Outs (and Everthing in Between) of Data Warehousing,"Donovan A. Schneider, Phillip M. Fernandez"
339,SIGMOD Record,2002,A Multi-Agent System Infrastructure for Software Component Market-Place: An Ontological Perspective,"Riza Cenk Erdur, Oguz Dikenelli"
340,SIGMOD Record,2001,Reminiscences on Influential Papers,"Daniel J. Rosenkrantz, Nick Koudas, Dan Suciu, Peter Scheuermann, Rajeev Rastogi, Jiawei Han, Kenneth A. Ross"
341,VLDB,2003,On the minimization of Xpath queries,"Elio Masciari, Sergio Flesca, Filippo Furfaro"
342,VLDB,1998,DataBlitz: A High Performance Main-Memory Storage Manager,"P. P. S. Narayan, S. Joshi, M. Nemeth, Abraham Silberschatz, Henry F. Korth, A. Khivesera, Jerry Baulier, S. Sudarshan, Philip Bohannon, Peter McIlroy, J. Miller, S. Gogate, Rajeev Rastogi, C. Gupta"
343,SIGMOD Conference,1998,Enterprise Java Platform Data Access,"Seth J. White, R. G. G. Cattell, Sheldon J. Finkelstein"
344,VLDB J.,1996,Type-safe Relaxing of Schema Consistency Rules for Flexible Modeling in OODBMS,"Marie-Jo Bellosta, Eric Amiel, Eric Simon, Eric Dujardin"
345,VLDB,1994,Some Issues in Design of Distributed Deductive Databases,"Nandlal L. Sarda, Mukesh K. Mohania"
346,SIGMOD Conference,1994,Optimization of Dynamic Query Evaluation Plans,"Goetz Graefe, Richard L. Cole"
347,VLDB,2001,A Database Index to Large Biological Sequences,"Robert W. Irving, Ela Hunt, Malcolm P. Atkinson"
348,SIGMOD Conference,1997,Fast Parallel Similarity Search in Multimedia Databases,"Christian B�hm, Bernhard Braunm�ller, Hans-Peter Kriegel, Daniel A. Keim, Stefan Berchtold"
349,VLDB J.,1996,Join Algorithm Costs Revisited,"Kotagiri Ramamohanarao, Evan P. Harris"
350,SIGMOD Conference,2002,Implementing database operations using SIMD instructions,"Kenneth A. Ross, Jingren Zhou"
351,SIGMOD Record,1997,Quasi-Cubes: Exploiting Approximations in Multidimensional Databases,"Daniel Barbar�, Mark Sullivan"
352,SIGMOD Record,1999,Database Research at the University of Oklahoma,"Sirirut Vanichayobon, Leonard Brown, Ravi A. Dirckze, Sylvain Guinepain, Carlos S�nchez, Le Gruenwald, Brian Summers"
353,VLDB,1995,Procedures in Object-Oriented Query Languages,"Kazimierz Subieta, Jacek Leszczylowski, Yahiko Kambayashi"
